SUM([nb_comments]+[likes])/COUNT([image_url]);Number of Records;Created Time;Filter;Image URL;latitude;Number of likes;Link;Location;longitude;number of Comments;Tags;Text;Username
307;1;23/07/2017 12:10:50 a.m.;Normal;https://scontent.cdninstagram.com/vp/a8580c5d93d49c10f39bbe0ec86d3aa1/5B395CDC/t51.2885-15/s320x320/e35/20180541_149828542259576_390518544179134464_n.jpg;0;302;https://www.instagram.com/p/BW3lRbvBxMu/;;0;5;leonisa,comotuninguna;"¡No trates de parecerte a nadie!  Ya eres extraordinaria, única e irrepetible. 
Espera este martes 25 nuestro Fashion Show ""Como tú ninguna"". #leonisa #comotuninguna";leonisa
347;1;22/07/2017 5:38:31 p.m.;Normal;https://scontent.cdninstagram.com/vp/5493468ccb68231cd001de8692bbd382/5B3EDA80/t51.2885-15/s320x320/e35/20184608_1556716084380914_6005816880697180160_n.jpg;0;343;https://www.instagram.com/p/BW24X_jBsuf/;;0;4;;¡Falta poco! 🔜 No te puedes perder la transmisión en vivo por Facebook Live de nuestro Fashion Show en Colombiamoda;leonisa
321;1;22/07/2017 1:05:04 a.m.;Normal;https://scontent.cdninstagram.com/vp/16d758fc2c3a0a1d01f5bb5e316d0755/5B34ECDC/t51.2885-15/s320x320/e35/19122165_334708066983999_5323028174257258496_n.jpg;0;319;https://www.instagram.com/p/BW1Grv_hCI3/;;0;2;leonisa,comotuninguna;Tu sonrisa, tu pelo, tu espíritu... Ya eres única e irrepetible, Como Tú Ninguna. #leonisa #comotuninguna;leonisa
336;1;21/07/2017 5:16:38 p.m.;Normal;https://scontent.cdninstagram.com/vp/bd70b25eff9206fb2fbb91b98e0f81f6/5B4EB05A/t51.2885-15/s320x320/e35/20184372_1981840172087313_2659587953210163200_n.jpg;0;335;https://www.instagram.com/p/BW0RE3iBdNR/;;0;1;leonisa,comotuninguna;"Todas tenemos una combinación extraordinaria que nos hace imposibles de comparar. 
Muy pronto Leonisa Fashion Show ""Como tú ninguna"". #leonisa #comotuninguna";leonisa
554;1;20/07/2017 5:22:37 p.m.;Normal;https://scontent.cdninstagram.com/vp/ec7ab88084375926796a657ad32fa48d/5B3E0D7D/t51.2885-15/s320x320/e35/20184380_186273495243683_9203076362171056128_n.jpg;0;517;https://www.instagram.com/p/BWxs9wFhqfN/;;0;37;leonisa,comotuninguna,giveaway;"¿Ya estás participando en nuestro #GIVEAWAY?  Gánate las entradas a nuestro Fashion Show ""Como Tú Ninguna"" en Colombiamoda. Busca el post en nuestro feed con los pasos para participar, es muy fácil. #comotuninguna #leonisa";leonisa
326;1;20/07/2017 1:20:26 a.m.;Normal;https://scontent.cdninstagram.com/vp/2b54d27592c2bb5f2c01a2d0b60b7c94/5B474A57/t51.2885-15/s320x320/e35/20067102_115895819048877_3861263534264418304_n.jpg;0;324;https://www.instagram.com/p/BWv-2gshtfX/;;0;2;leonisa,comotuninguna;Tú tienes tu forma de ver el mundo, nunca olvides la fuerza que hay en ti. #comotuninguna #leonisa;leonisa
311;1;19/07/2017 5:08:39 p.m.;Normal;https://scontent.cdninstagram.com/vp/ab2f8068b8a4e214ccdd421d0bc6a2c0/5AB337D5/t51.2885-15/s320x320/e15/20225276_104663996874890_7627332408357945344_n.jpg;0;306;https://www.instagram.com/p/BWvGklQByCQ/;;0;5;;Gracias a todas por hacer parte de esta historia, el próximo 25 de julio conoceremos a las 25 mujeres que las representarán a todas en nuestro Fashion Show.;leonisa
327;1;19/07/2017 1:46:56 a.m.;Normal;https://scontent.cdninstagram.com/vp/7446590d895b895abf8fc095afde2f40/5AB43C1E/t51.2885-15/s320x320/e15/20181136_153734318531697_3092391081778610176_n.jpg;0;323;https://www.instagram.com/p/BWtdFz4BRlH/;;0;4;leonisa,comotuninguna;Visitamos 3 ciudades y conocimos 250 mujeres auténticas. Cada una de ellas es única y llena de magia. #comotuninguna #leonisa;leonisa
343;1;18/07/2017 6:12:24 p.m.;Normal;https://scontent.cdninstagram.com/vp/c6b877851d29b517fd80922838a284f5/5B46CEAA/t51.2885-15/s320x320/e35/20181087_1388012624601615_681724447903711232_n.jpg;0;340;https://www.instagram.com/p/BWspEpihlL6/;;0;3;leonisa,comotuninguna;Como tú ninguna, porque tu diversidad de sentimientos te hacen mil mujeres en una. #leonisa #comotuninguna;leonisa
941;1;18/07/2017 1:19:48 a.m.;Normal;https://scontent.cdninstagram.com/vp/4e2ad153b4893ec74a5edf019f3822d7/5B367F34/t51.2885-15/s320x320/e35/20065588_820922228068774_2382387413851832320_n.jpg;0;929;https://www.instagram.com/p/BWq1MODh10u/;;0;12;leonisa,comotuninguna;Este año vivimos un casting único... Más que modelos buscábamos mujeres.✨ #comotuninguna #leonisa;leonisa
457;1;17/07/2017 6:07:18 p.m.;Normal;https://scontent.cdninstagram.com/vp/d4c92e7c02093b14b3190bda12915e10/5B2921B2/t51.2885-15/s320x320/e35/20184612_1874300896157854_4970566510654259200_n.jpg;0;444;https://www.instagram.com/p/BWqDsYghr6E/;;0;13;leonisa,comotuninguna;"Conocimos 250 historias que se verán reflejadas en 25 mujeres únicas, en nuestro Fashion Show ""Como Tú Ninguna"" en Colombiamoda. ¡Espéralo pronto! 
#leonisa #comotuninguna";leonisa
2326;1;17/07/2017 1:07:21 a.m.;Normal;https://scontent.cdninstagram.com/vp/a8670cd9440d8b7adefdd38a44878a48/5B4845F9/t51.2885-15/s320x320/e35/19985511_1764780766870994_6063823867183366144_n.jpg;0;1449;https://www.instagram.com/p/BWoO-FohxR8/;;0;877;leonisafashionshow,giveaway;"¿Quieres ir a nuestro desfile en Colombiamoda?

Regalaremos 10 pases dobles en nuestro #GIVEAWAY ¡Participar es muy fácil!

1. Debes seguir a Leonisa en Instagram @leonisa

2. Comentar este post etiquetando a dos amig@s que quieran ir

3. Repostear esta publicación usando el hashtag #LeonisaFashionShow

4. Debes tener tu perfil público para participar *Los ganadores deben estar en Medellín el día del desfile 25 de julio de 2017,  las entradas no incluyen transportes o estadías. Puedes participar desde el 16 hasta el 23 de julio. Los ganadores serán escogidos por sorteo aleatorio y anunciados el 24 de julio.

Encuentra las condiciones completas en la nota de nuestra fan page de Facebook Leonisa.";leonisa
338;1;16/07/2017 5:27:06 p.m.;Normal;https://scontent.cdninstagram.com/vp/97fe2863edcd7e87611fda74cbac847e/5B3A5AF6/t51.2885-15/s320x320/e35/19985563_1509546209106451_3279781694609031168_n.jpg;0;332;https://www.instagram.com/p/BWnaTEpBz0u/;;0;6;leonisa,comotuninguna;Como tú ninguna, porque tu sonrisa es tan única como tus pasiones. #leonisa #comotuninguna;leonisa
477;1;16/07/2017 1:20:33 a.m.;Normal;https://scontent.cdninstagram.com/vp/932bb1b81b666b19ebcc816d09194a7b/5B42B231/t51.2885-15/s320x320/e35/20066667_154176838465711_7877930465745698816_n.jpg;0;468;https://www.instagram.com/p/BWlrr3shIjM/;;0;9;leonisa;Descubre la combinación perfecta entre sofisticación y soporte... un bra que debes tener. #leonisa;leonisa
520;1;15/07/2017 10:43:45 p.m.;Normal;https://scontent.cdninstagram.com/vp/b9e4beac1b3cfc91d7412c3c0abb81b0/5B3DE601/t51.2885-15/s320x320/e35/20065457_1716608618642543_7618135049426173952_n.jpg;0;517;https://www.instagram.com/p/BWlZvhshJQp/;;0;3;leonisa,comotuninguna;No trates de parecerte a nadie, ya eres exquisitamente única e irrepetible. #comotuninguna #leonisa;leonisa
462;1;15/07/2017 12:44:27 a.m.;Normal;https://scontent.cdninstagram.com/vp/811bea17e7976afa757179f8a2f52fd5/5B3305D2/t51.2885-15/s320x320/e35/19955461_759980737512392_8618761746770821120_n.jpg;0;458;https://www.instagram.com/p/BWjCwlmhksq/;;0;4;leonisa,comotuninguna;Mírate, eres única e irrepetible y ese es tu poder. #comotuninguna #leonisa;leonisa
454;1;14/07/2017 5:32:34 p.m.;Normal;https://scontent.cdninstagram.com/vp/0ae4e1a1400128c54523d21d74423370/5B28FB62/t51.2885-15/s320x320/e35/19985926_112267369416605_1718065722459947008_n.jpg;0;449;https://www.instagram.com/p/BWiRVd6Bfec/;;0;5;leonisa,comotuninguna;Cuando te sientes segura de ti, no querrás parecerte a nadie. Créelo, COMO TÚ NINGUNA. #comotuninguna #leonisa;leonisa
669;1;14/07/2017 1:22:21 a.m.;Normal;https://scontent.cdninstagram.com/vp/d51d194c51c71b67bfa71b803286d036/5B416662/t51.2885-15/s320x320/e35/19955147_805242006319848_1979180518373064704_n.jpg;0;660;https://www.instagram.com/p/BWgiTVKhONY/;;0;9;leonisa,comotuninguna;¿Clásica, moderna o arriesgada? Tu estilo es único y siempre tendremos algo justo para ti. #comotuninguna #leonisa;leonisa
1109;1;13/07/2017 5:51:22 p.m.;Normal;https://scontent.cdninstagram.com/vp/01ab9f3d750c442474928da2d017e06d/5B3968B1/t51.2885-15/s320x320/e35/19955440_1398936620190975_1254716915331366912_n.jpg;0;1091;https://www.instagram.com/p/BWfusRLhVkU/;;0;18;leonisa,comotuninguna;Tu poder interior... te hace ÚNICA. #comotuninguna #leonisa;leonisa
648;1;13/07/2017 1:35:34 a.m.;Normal;https://scontent.cdninstagram.com/vp/80044f07fb9d3cc079bacac42b22ff4b/5B46DB5F/t51.2885-15/s320x320/e35/20065599_111220976189269_5639455843930865664_n.jpg;0;642;https://www.instagram.com/p/BWd_BSihAZM/;;0;6;leonisa,comotuninguna;"Sexy & Comfy! Why not ? 
Definitivamente nuestros bralettes son para ti.

Encuéntralos en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa #comotuninguna";leonisa
484;1;12/07/2017 11:18:18 p.m.;Normal;https://scontent.cdninstagram.com/vp/0e7603efb1427862ab56075f3dddc7d4/5AB3A0C9/t51.2885-15/s320x320/e15/20065722_121755368435897_741828739934978048_n.jpg;0;481;https://www.instagram.com/p/BWdvT2chVYm/;;0;3;leonisa;No te pierdas este Panty Fever! Lleva 3 panties por solo $50.900 en nuestras tiendas. *Válido en tiendas Leonisa de Colombia, en referencias seleccionadas. #leonisa;leonisa
293;1;12/07/2017 5:32:03 p.m.;Normal;https://scontent.cdninstagram.com/vp/3f6b833e58c4f519326bb2cb8ece61fb/5B291625/t51.2885-15/s320x320/e35/19985589_686184028245947_5857525751753998336_n.jpg;0;290;https://www.instagram.com/p/BWdHr2-BxSk/;;0;3;leonisa,comotuninguna;Cuando pruebas un bralette, vas querer uno nuevo para cada día de la semana. #leonisa #comotuninguna;leonisa
647;1;12/07/2017 12:09:32 a.m.;Normal;https://scontent.cdninstagram.com/vp/0c7cba701c40cfa43b252b1a1222b4e3/5B45907F/t51.2885-15/s320x320/e35/19985227_239180909923621_7635236604176498688_n.jpg;0;641;https://www.instagram.com/p/BWbQYPmhXD-/;;0;6;leonisa,comotuninguna;Say hello to bralettes, your new must-have bras! #leonisa #comotuninguna;leonisa
878;1;11/07/2017 6:44:22 p.m.;Normal;https://scontent.cdninstagram.com/vp/7593e7e74ae524780e4478b21f47b192/5B488391/t51.2885-15/s320x320/e35/19932776_1605496316136336_580056520398471168_n.jpg;0;866;https://www.instagram.com/p/BWarKoABzwf/;;0;12;leonisa;"Treat yourself with lace! ✨ 
#leonisa";leonisa
499;1;11/07/2017 1:40:53 a.m.;Normal;https://scontent.cdninstagram.com/vp/97252cb7d194daf50c634345e51e22bb/5B329D85/t51.2885-15/s320x320/e35/19955360_132041340716888_4923271778194685952_n.jpg;0;493;https://www.instagram.com/p/BWY2Cfbhk0D/;;0;6;leonisa,comotuninguna;Reinventa tu estilo con lo mejor del encaje y los básicos que adoras. #leonisa #comotuninguna;leonisa
602;1;10/07/2017 1:25:39 a.m.;Normal;https://scontent.cdninstagram.com/vp/ccc8b423f8ab22c41d1b8188ab10d177/5B4A298F/t51.2885-15/s320x320/e35/19932231_209185129608170_2122109591100588032_n.jpg;0;598;https://www.instagram.com/p/BWWPf-FhLK0/;;0;4;leonisa,comotuninguna;Tú eres única e irrepetible, con cada sonrisa y en cada minuto. COMO TÚ NINGUNA. #leonisa #comotuninguna;leonisa
667;1;9/07/2017 12:24:24 a.m.;Normal;https://scontent.cdninstagram.com/vp/5f4593e0a92b645786fc74c379634dc3/5AB320F8/t51.2885-15/s320x320/e15/19764639_151193772116746_1377258774737190912_n.jpg;0;660;https://www.instagram.com/p/BWTjseQhiq_/;;0;7;leonisa,comotuninguna;"Bralettes tan lindos que no sabes si te ves más hermosa por delante o por detrás. 
Encuéntralos en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa #comotuninguna";leonisa
1077;1;7/07/2017 2:23:19 a.m.;Normal;https://scontent.cdninstagram.com/vp/208c22fabff3b0b103d2f2c88271d16a/5B3F9D97/t51.2885-15/s320x320/e35/19764395_286862675114234_6299145765281333248_n.jpg;0;1071;https://www.instagram.com/p/BWOnttKBuYg/;;0;6;leonisa,comotuninguna;La comodidad de un top con la sensualidad de un brasier. Conoce nuestra colección de bralettes en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa #comotuninguna;leonisa
451;1;5/07/2017 11:54:57 p.m.;Normal;https://scontent.cdninstagram.com/vp/522011b0f32181c617d16fcd7a230e86/5B2B50D8/t51.2885-15/s320x320/e35/19931755_862936150530467_571070907649359872_n.jpg;0;447;https://www.instagram.com/p/BWLx8Q5hyzS/;;0;4;leonisa,comotuninguna,backstage;Desliza y descubre la magia de nuestras producciones. #backstage #leonisa #comotuninguna;leonisa
313;1;5/07/2017 1:30:26 a.m.;Normal;https://scontent.cdninstagram.com/vp/e5caeca584ea3828a96c1c1b918f7f15/5AB3286D/t51.2885-15/s320x320/e15/19931735_1408172699261669_2874049199446425600_n.jpg;0;309;https://www.instagram.com/p/BWJYEoMB87w/;;0;4;leonisa,comotuninguna;¡Todas las opciones para ti! Encuentra lo que te gusta en nuestras tiendas y catálogo o cómpralo online sin salir de casa (link en nuestro bio👆🏼). #leonisa #comotuninguna;leonisa
288;1;3/07/2017 11:42:01 p.m.;Normal;https://scontent.cdninstagram.com/vp/714fdca56bad02b8cc224de5fdaad288/5B2923D7/t51.2885-15/s320x320/e35/19624548_1923041577976804_1062973516355207168_n.jpg;0;285;https://www.instagram.com/p/BWGm3vwhr-i/;;0;3;leonisa,comotuninguna;Backstage moments 📸 Producciones llenas de sonrisas. #leonisa #comotuninguna;leonisa
689;1;3/07/2017 2:06:08 a.m.;Normal;https://scontent.cdninstagram.com/vp/143da171dd25d04f267af72f27fd3323/5B440FC0/t51.2885-15/s320x320/e35/19625038_793342364124059_3319168932715167744_n.jpg;0;685;https://www.instagram.com/p/BWESkcyhQFb/;;0;4;leonisa,comotuninguna;"Summer of lace! Nada más cómodo y sexy que un bralette de encaje. 
Ve por el tuyo a nuestras tiendas Leonisa, también encuéntralos en nuestro catálogo y tienda Online. #leonisa #comotuninguna";leonisa
403;1;1/07/2017 11:50:30 p.m.;Normal;https://scontent.cdninstagram.com/vp/acca28036237797141cfca373b2965d6/5AB43A05/t51.2885-15/s320x320/e15/19624378_1544592648892591_1615127240549335040_n.jpg;0;401;https://www.instagram.com/p/BWBeQJdBGTN/;;0;2;leonisa;Panty Fever! Corre a nuestras tiendas y llévate 3 panties por solo $50.900. Válido en tiendas Leonisa de Colombia, en referencias seleccionadas. #leonisa;leonisa
473;1;1/07/2017 1:13:26 a.m.;Normal;https://scontent.cdninstagram.com/vp/7e644e713239e097d445b0d2ca753e12/5B758FC8/t51.2885-15/s320x320/e35/19534842_146086639298529_2854056392971517952_n.jpg;0;472;https://www.instagram.com/p/BV_C8nwhwBR/;;0;1;leonisa,comotuninguna;"Free Soul, Free Spirit! 
Recibe el fin de semana con toda la actitud. #leonisa #comotuninguna";leonisa
273;1;29/06/2017 10:08:10 p.m.;Normal;https://scontent.cdninstagram.com/vp/5c7f0abf4b053c7f7121fbdbfdb84b26/5AB38277/t51.2885-15/s320x320/e15/19436798_466885730328032_2438915222191210496_n.jpg;0;270;https://www.instagram.com/p/BV8I81PhMgZ/;;0;3;leonisa,comotuninguna;"Summer style! Reinvéntate y ponle color a tu estilo estas vacaciones. 
Encuentra la nueva colección de bralettes en nuestro catálogo, tiendas Leonisa y Tienda Online. #leonisa #comotuninguna";leonisa
1041;1;29/06/2017 2:00:01 a.m.;Normal;https://scontent.cdninstagram.com/vp/c35aacf7503544d471acc7307e0e3b21/5B2FD7EB/t51.2885-15/s320x320/e35/19533550_1451047698289739_5317223564611420160_n.jpg;0;1031;https://www.instagram.com/p/BV5-sJSBLlY/;;0;10;leonisa,comotuninguna;Nuevas siluetas ✔️tus colores favoritos ✔️ Tenemos todo para que renueves tu look este verano. #leonisa #comotuninguna;leonisa
315;1;28/06/2017 2:07:26 a.m.;Normal;https://scontent.cdninstagram.com/vp/7f8d80f753dc4723c4050a56df8045ac/5AB3AB47/t51.2885-15/s320x320/e15/19428716_824332407726003_4093250974372593664_n.jpg;0;314;https://www.instagram.com/p/BV3avkpBSGz/;;0;1;leonisa,comotuninguna;¿Dulce, tierna o divertida? Tú decides cómo verte, porque COMO TÚ NINGUNA. #leonisa #comotuninguna;leonisa
359;1;27/06/2017 1:42:33 a.m.;Normal;https://scontent.cdninstagram.com/vp/4d56f03e11ad4ffadce5c76c0c4dbc9f/5AB30548/t51.2885-15/s320x320/e15/19425094_1396461407067780_8917932134769885184_n.jpg;0;357;https://www.instagram.com/p/BV0zGdfhPYc/;;0;2;leonisa,comotuninguna;"Eres divertida, única e irrepetible, COMO TÚ NINGUNA. 
Nueva colección de bralettes en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa #comotuninguna";leonisa
1063;1;26/06/2017 1:10:44 a.m.;Normal;https://scontent.cdninstagram.com/vp/596fda6c6e772b840d516d21e9957eff/5B28D4E4/t51.2885-15/s320x320/e35/19436829_1881975062055038_1990856356902469632_n.jpg;0;1054;https://www.instagram.com/p/BVyKqiihjtB/;;0;9;leonisa,comotuninguna;"Sundays are for lace ✨ 
Un look único como tú te espera en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa #comotuninguna";leonisa
358;1;25/06/2017 12:34:26 a.m.;Normal;https://scontent.cdninstagram.com/vp/c3bfdf4f21e596be859177f47c7a2f22/5B3E5709/t51.2885-15/s320x320/e35/19367872_1919467661633642_848247588464361472_n.jpg;0;354;https://www.instagram.com/p/BVvhtwCh-kZ/;;0;4;leonisa,comotuninguna;"El verano llegó para vivirlo con encaje y color. 
Nuevos bralettes que te encantarán en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa #comotuninguna";leonisa
475;1;24/06/2017 12:14:00 a.m.;Normal;https://scontent.cdninstagram.com/vp/2946efb5cada05af331bc34ac37c0d0f/5B481BAE/t51.2885-15/s320x320/e35/19425159_328064837626488_2822873375624396800_n.jpg;0;467;https://www.instagram.com/p/BVs6lNahCZl/;;0;8;leonisa,comotuninguna;"Situación actual: ¡Los quiero todos! 💕

Dilo con tu bra, encuentra la nueva colección en nuestro catálogo. #leonisa #comotuninguna";leonisa
735;1;23/06/2017 12:25:25 a.m.;Normal;https://scontent.cdninstagram.com/vp/369543f428584d03c76211ee0dd259ad/5B466A57/t51.2885-15/s320x320/e35/19367918_114976412366154_3273102122815586304_n.jpg;0;728;https://www.instagram.com/p/BVqXF9xhzZJ/;;0;7;leonisa;"Sweet & Sexy! Tu bra lo dice todo.

Descubre lo nuevo que tenemos para ti en nuestro catálogo. #leonisa";leonisa
580;1;22/06/2017 1:33:10 a.m.;Normal;https://scontent.cdninstagram.com/vp/e6892fa6753089532de03eec1dec0e64/5AB306F8/t51.2885-15/s320x320/e15/19379200_684672318369917_4109925837006962688_n.jpg;0;578;https://www.instagram.com/p/BVn6DVuB5Lk/;;0;2;leonisa;"¿Te encanta el azul? Estos looks son para ti.

Encuentra la nueva colección en nuestro catálogo. #leonisa";leonisa
323;1;21/06/2017 6:38:07 p.m.;Normal;https://scontent.cdninstagram.com/vp/9b64637ead9152c21bcb138daa3f21e6/5AB3304A/t51.2885-15/s320x320/e15/19428887_1299800590128753_6857698178997682176_n.jpg;0;318;https://www.instagram.com/p/BVnKjVuhW-D/;;0;5;comotuninguna,leonisa;"9 nuevos looks llenos de color ¿Cuál es tu favorito? 
Encuéntralos en nuestro catálogo. #leonisa #comotuninguna";leonisa
656;1;20/06/2017 6:14:34 p.m.;Normal;https://scontent.cdninstagram.com/vp/91d46ad425701a2902edc09db1e87a7a/5B304A2E/t51.2885-15/s320x320/e35/19379373_244287972735426_8366190323709247488_n.jpg;0;652;https://www.instagram.com/p/BVkjECEhYj-/;;0;4;;"Lace & Prints! No hay nada más sexy que tu actitud.

Conoce la nueva colección disponible nuestro catálogo.";leonisa
617;1;20/06/2017 12:52:02 a.m.;Normal;https://scontent.cdninstagram.com/vp/7ab3f10e84c22851194769c3a5d37997/5B382A53/t51.2885-15/s320x320/e35/19227569_1912044982399663_3548952955816247296_n.jpg;0;613;https://www.instagram.com/p/BVirwVPByDH/;;0;4;comotuninguna,leonisa;"Dilo con tu bra: 3 bras, 3 colores, 9 nuevos looks. 
Descúbrelos todos en nuestro catálogo. #leonisa #comotuninguna";leonisa
427;1;19/06/2017 6:23:00 p.m.;Normal;https://scontent.cdninstagram.com/vp/8d7014ebcc9acd1ba072177ba14d857e/5B3C7586/t51.2885-15/s320x320/e35/19367263_140607576509821_1179142228409319424_n.jpg;0;426;https://www.instagram.com/p/BVh_O7oB1LX/;;0;1;comotuninguna,leonisa;"Get the sporty look! 
Encuentra nuevos bras y leggings deportivos en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa #comotuninguna";leonisa
342;1;19/06/2017 1:00:40 a.m.;Normal;https://scontent.cdninstagram.com/vp/c822457389bf38a1ab146001e3fba370/5B303834/t51.2885-15/s320x320/e35/19227533_845387588948359_6482434375106428928_n.jpg;0;339;https://www.instagram.com/p/BVgH8oIBbN3/;;0;3;comotuninguna,leonisa;"¡Vive activa, vive sonriendo! 
La nueva colección deportiva te encantará, encuéntrala en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa #comotuninguna";leonisa
251;1;18/06/2017 12:28:23 a.m.;Normal;https://scontent.cdninstagram.com/vp/dad34b4e6f43d60b6e8a5949addd5d67/5B312AB1/t51.2885-15/s320x320/e35/19228698_1582102158469743_6877760065726578688_n.jpg;0;250;https://www.instagram.com/p/BVdfdRih3f2/;;0;1;comotuninguna,leonisa;"Vive con fuerza, entrena con motivación.

Nuestra nueva colección deportiva te espera en nuestro catálogo, tiendas Leonisa y Tienda Online. #leonisa #comotuninguna";leonisa
595;1;17/06/2017 12:32:43 a.m.;Normal;https://scontent.cdninstagram.com/vp/1b55d02dfe27ff34edb21efa71328901/5B48CDFC/t51.2885-15/s320x320/e35/19227689_1565944273425368_5575488628248805376_n.jpg;0;589;https://www.instagram.com/p/BVa7KL3BoqQ/;;0;6;;Y con 1.141 likes te presentamos el vestido de baño ganador del grupo 3, cómpralo con 30% de descuento desde el 16 hasta el 22 de junio de 2017 en nuestras tiendas Leonisa Colombia y en tienda Online.;leonisa
545;1;16/06/2017 5:48:38 p.m.;Normal;https://scontent.cdninstagram.com/vp/78f10e43fa209f546bed0ed5d8eeeb33/5B4424DE/t51.2885-15/s320x320/e35/19052169_780435885467940_6617767845415616512_n.jpg;0;541;https://www.instagram.com/p/BVaM6kjhLnh/;;0;4;leonisa;Que tu energía se note por dentro y por fuera. ⚡️ Descubre nuestra nueva colección deportiva en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa;leonisa
346;1;15/06/2017 6:06:54 p.m.;Normal;https://scontent.cdninstagram.com/vp/e4684c66b4db2db9118afbf92699b1d9/5B307342/t51.2885-15/s320x320/e35/19227527_307275386397187_4387657492021116928_n.jpg;0;344;https://www.instagram.com/p/BVXqNdsB1XY/;;0;2;comotuninguna,leonisa;"LEONISA SPORT • Tu fuerza interior te hace única. 
Encuentra la nueva colección deportiva en nuestro catálogo, tiendas Leonisa y Tienda Online. #leonisa #comotuninguna";leonisa
1254;1;14/06/2017 5:20:54 p.m.;Normal;https://scontent.cdninstagram.com/vp/77dffbe791f275cb919a84220f2a2687/5B47C75A/t51.2885-15/s320x320/e35/19051521_1957997641112195_5206476707602628608_n.jpg;0;1247;https://www.instagram.com/p/BVVAJtmBL8z/;;0;7;leonisa;"¿Te encanta? VOTA por él 
Si te gusta este vestido de baño, dale like y si es la foto más votada de este grupo entre hoy y mañana, tendrá el 30% de descuento, desde el 16 hasta el 22 de junio de 2017 en nuestras tiendas Leonisa Colombia y en tienda. Para más información ingresa a nuestra nota en Facebook. #leonisa";leonisa
876;1;14/06/2017 5:20:29 p.m.;Normal;https://scontent.cdninstagram.com/vp/cef2b558e790f760050bbcfba19e5aa8/5B31164C/t51.2885-15/s320x320/e35/19121816_1317742121674398_2970747385933725696_n.jpg;0;871;https://www.instagram.com/p/BVVAGuHheyf/;;0;5;leonisa;"¿Te encanta? VOTA por él 
Si te gusta este vestido de baño, dale like y si es la foto más votada de este grupo entre hoy y mañana, tendrá el 30% de descuento, desde el 16 hasta el 22 de junio de 2017 en nuestras tiendas Leonisa Colombia y en tienda. Para más información ingresa a nuestra nota en Facebook. #leonisa";leonisa
1366;1;14/06/2017 5:20:19 p.m.;Normal;https://scontent.cdninstagram.com/vp/16b324f751ed0994bfffd1e440ba6e8d/5B3331A3/t51.2885-15/s320x320/e35/19122100_1569171759791404_2243516020067139584_n.jpg;0;1360;https://www.instagram.com/p/BVVAFeABYi5/;;0;6;leonisa;"¿Te encanta? VOTA por él 
Si te gusta este vestido de baño, dale like y si es la foto más votada de este grupo entre hoy y mañana, tendrá el 30% de descuento, desde el 16 hasta el 22 de junio de 2017 en nuestras tiendas Leonisa Colombia y en tienda. Para más información ingresa a nuestra nota en Facebook. #leonisa";leonisa
386;1;14/06/2017 1:33:36 a.m.;Normal;https://scontent.cdninstagram.com/vp/b63014c1aacff73d71066870b2615b7d/5B3A15D7/t51.2885-15/s320x320/e35/19122228_489678911373489_4488103604409860096_n.jpg;0;386;https://www.instagram.com/p/BVTTvgNBEGu/;;0;0;leonisa;Run girl run! Motívate con la energía de Leonisa Sport.  Encuentra la nueva colección deportiva en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa;leonisa
313;1;13/06/2017 2:03:43 a.m.;Normal;https://scontent.cdninstagram.com/vp/f334fd9c96700a9b6d7afe402975f5d6/5AB36F1B/t51.2885-15/s320x320/e15/19050938_909908102483234_826137564975988736_n.jpg;0;312;https://www.instagram.com/p/BVQyZNqhvzb/;;0;1;leonisa;"Te compartimos los mejores momentos de una producción llena de energía • LEONISA SPORT 
Encuentra la nueva colección deportiva en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa";leonisa
376;1;12/06/2017 10:53:09 p.m.;Normal;https://scontent.cdninstagram.com/vp/20feb5f15a54991834119acd26359164/5B368ECD/t51.2885-15/s320x320/e35/19051405_242390079577665_7602092749575159808_n.jpg;0;375;https://www.instagram.com/p/BVQclbFBgMn/;;0;1;leonisa;Activa tus días y entrena lo que te gusta con lo nuevo que tenemos para ti. 🏃🏼‍♀️ Disponibles en nuestro catálogo, tiendas Leonisa y tienda Online.  #leonisa;leonisa
1290;1;12/06/2017 12:26:30 a.m.;Normal;https://scontent.cdninstagram.com/vp/366f6998cd454d60c0e2e0904b98947e/5B43759C/t51.2885-15/s320x320/e35/19051490_389706508090617_8202561359745908736_n.jpg;0;1274;https://www.instagram.com/p/BVOCeTPh9dv/;;0;16;leonisa;"¿Qué tal este look para tus vacaciones? 
Ya puedes ver la nueva colección Swimwear en nuestro catálogo, tiendas Leonisa y Tienda Online. #leonisa";leonisa
